Dependents,tenure,Contract,PaperlessBilling,MonthlyCharges,tenure_group,has_internet,num_addon_services,charge_category,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,Churn
0,1,0,1,19.5,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,58,1,1,45.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10,0,0,20.0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,51,0,1,93.8,3,1,2,2,1,0,0,1,0,1,0,0,0,0,0
0,19,0,1,84.75,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0
1,4,0,1,69.55,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,72,2,1,73.45,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0
0,48,1,0,75.15,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,46.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,14,0,1,78.1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,68,0,0,44.95,3,1,2,1,0,0,0,0,0,1,0,0,0,1,0
0,56,0,1,73.85,3,1,1,2,1,0,0,0,0,1,0,0,0,0,1
0,31,0,0,65.25,2,1,3,2,0,0,0,1,0,0,0,1,0,1,1
1,54,2,1,65.65,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
1,65,2,1,110.8,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,30,2,1,69.1,2,1,2,2,0,0,0,0,0,0,0,1,0,1,0
0,3,0,1,64.4,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,12,0,1,79.55,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0
0,6,0,1,50.8,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
0,27,1,1,101.9,2,1,2,3,1,0,0,1,0,0,0,0,0,1,0
0,16,0,0,75.1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0
1,28,1,1,70.4,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,25,0,1,98.5,2,1,2,3,1,0,0,0,0,1,0,1,0,0,1
1,11,0,0,90.6,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,57,0,0,65.2,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,15,0,0,84.45,1,1,4,2,0,0,0,1,0,1,0,1,0,1,0
1,33,2,0,82.1,2,1,3,2,0,0,0,0,0,1,0,1,0,1,0
0,18,0,1,39.05,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
0,21,0,0,54.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,67,2,0,19.65,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,33,2,0,20.1,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,25,0,0,70.95,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,32,0,0,54.65,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0
1,4,0,1,50.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,12,0,1,21.15,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,61,1,0,64.05,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,3,0,1,105.9,0,1,2,3,1,0,0,0,0,1,0,1,0,0,1
0,59,2,0,25.0,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,58,2,1,24.7,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,11,0,1,78.0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,1,0,1,49.9,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
0,4,0,1,94.4,0,1,3,2,1,0,0,1,0,0,0,1,0,1,1
0,13,0,1,81.15,1,1,2,2,1,0,0,0,0,1,0,1,0,0,1
0,3,1,1,69.95,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0
1,57,2,0,19.75,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,72,2,1,93.25,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,7,0,1,69.85,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,38,1,0,20.1,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,3,0,0,44.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,59,0,1,44.3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,28,0,1,74.9,2,1,1,2,1,0,0,1,0,0,0,0,0,0,1
0,16,0,1,85.05,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,3,0,1,94.85,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,15,0,0,88.15,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,28,0,0,64.45,2,1,3,1,0,0,0,0,0,1,0,1,0,1,0
0,12,0,1,99.45,0,1,1,3,1,0,0,0,0,0,0,1,0,0,1
0,72,2,0,82.15,3,1,2,2,0,0,0,0,0,1,0,1,0,0,0
0,45,1,0,113.3,2,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,60,0,1,104.95,3,1,3,3,1,0,0,1,0,0,0,1,0,1,0
1,28,0,0,20.25,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,57,2,1,74.3,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,43,0,1,84.85,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,45,2,0,20.85,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,66,2,1,25.3,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,71,1,1,113.15,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,3,0,0,90.4,0,1,2,2,1,0,0,0,0,1,0,1,0,0,0
0,46,0,0,44.95,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,54,0,1,55.0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1
1,41,1,1,102.6,2,1,2,3,1,0,0,0,0,0,0,1,0,1,1
0,3,0,0,19.75,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,15,0,1,19.45,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,63,2,0,75.55,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,1,0,1,86.0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
1,39,1,0,54.85,2,1,2,1,0,0,0,0,0,0,0,1,0,1,0
1,17,0,0,80.85,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,9,0,1,70.5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,14,0,0,80.45,1,1,2,2,0,0,0,0,0,1,0,0,0,1,0
0,13,0,0,73.35,1,1,2,2,0,0,0,0,0,1,0,0,0,1,0
1,26,1,1,20.05,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,36,0,1,87.55,2,1,2,2,1,0,0,0,0,0,0,1,0,1,1
0,31,0,1,49.2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0
0,1,0,1,70.1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,57,2,0,69.85,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
1,55,2,1,55.25,3,1,2,1,0,0,0,0,0,0,0,1,0,1,0
0,71,2,0,89.45,3,1,2,2,1,0,0,0,0,1,0,1,0,0,0
0,41,1,1,19.75,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,36,0,0,51.05,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,18,0,0,33.6,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0
1,18,0,1,35.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,13,0,1,75.0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,68,2,0,20.05,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,14,1,1,24.8,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,11,0,1,102.0,0,1,1,3,1,0,0,0,0,1,0,0,0,0,1
1,31,2,0,25.75,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,11,0,1,35.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,12,0,0,20.3,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,37,1,0,20.15,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,35,2,1,46.35,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0
1,72,2,0,24.3,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,6,0,0,19.85,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,59,0,1,64.65,3,1,2,1,0,0,0,0,0,0,0,1,0,1,0
0,21,1,1,60.25,1,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,42,0,1,99.45,2,1,3,3,1,0,0,0,0,1,0,1,0,1,1
0,8,0,1,29.4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,75.3,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1
1,14,0,1,65.45,1,1,2,2,0,0,0,1,0,1,0,0,0,0,1
0,52,0,1,49.15,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1
0,58,0,1,45.3,3,1,2,1,0,0,0,0,0,1,0,1,0,0,1
1,12,0,1,20.1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,1,1,97.25,3,1,1,3,1,0,0,0,0,1,0,0,0,0,0
0,30,0,1,95.0,2,1,4,2,1,0,0,1,0,1,0,1,0,1,0
1,58,2,0,71.6,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,53,2,0,19.85,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,40,0,1,61.9,2,1,3,1,0,0,0,1,0,1,0,0,0,1,0
1,62,2,1,24.25,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,27,1,1,110.5,2,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,53,1,1,93.45,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0
0,52,0,0,108.1,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,9,0,1,34.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,45.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,1,20.45,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,71,2,1,105.25,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,23,0,1,73.65,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0
1,62,0,1,100.15,3,1,2,3,1,0,0,0,0,1,0,1,0,0,1
0,8,0,1,69.7,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,31,0,0,88.65,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,5,0,1,75.55,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,70.55,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,53,2,0,105.55,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,20,0,1,68.9,1,1,2,2,0,0,0,0,0,1,0,0,0,1,0
1,60,0,1,93.25,3,1,2,2,1,0,0,1,0,1,0,0,0,0,0
0,67,1,0,60.5,3,1,3,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,20.75,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,8,0,1,94.2,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,24,0,1,55.65,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
1,1,0,0,44.55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,45,1,0,34.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,0,1,95.25,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0
1,8,0,1,68.55,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0
0,7,0,1,101.95,0,1,1,3,1,0,0,0,0,0,0,1,0,0,1
0,13,0,1,54.45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1
0,29,0,0,48.95,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1,8,0,1,51.05,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
1,28,0,1,81.05,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,30,2,0,19.3,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,1,25.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,46,0,1,89.15,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0
0,3,0,0,19.85,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,41,0,1,114.5,2,1,4,3,1,0,0,1,0,1,0,1,0,1,1
0,37,1,1,104.5,2,1,2,3,1,0,0,0,0,1,0,0,0,1,0
1,28,1,1,39.1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1,27,0,0,19.15,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,24,0,1,94.6,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0
1,0,2,0,25.35,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,24,0,1,104.15,1,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,10,0,1,78.15,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0
1,61,1,0,20.4,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,44,2,0,19.9,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,10,0,1,100.25,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1
0,71,2,0,83.2,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
1,58,1,0,99.25,3,1,2,3,1,0,0,1,0,1,0,0,0,0,0
0,72,2,1,101.3,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,29,0,1,79.3,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0
1,12,0,0,19.4,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,4,0,1,101.7,0,1,1,3,1,0,0,0,0,1,0,0,0,0,1
0,27,1,0,19.15,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,0,20.0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,2,0,0,70.3,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0
0,30,0,0,106.4,2,1,2,3,1,0,0,1,0,0,0,0,0,1,0
0,27,0,1,101.25,2,1,2,3,1,0,0,1,0,0,0,1,0,0,1
0,22,0,1,93.2,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,22,0,0,65.05,1,1,3,2,0,0,0,1,0,1,0,1,0,0,0
0,27,0,1,56.7,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0
1,28,1,1,90.1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,51,0,0,83.4,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,21,1,1,58.85,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1,48,1,1,64.4,2,1,3,1,0,0,0,1,0,1,0,1,0,0,0
1,31,0,1,98.9,2,1,2,3,1,0,0,0,0,0,0,1,0,1,1
0,9,0,1,69.05,0,1,2,2,0,0,0,0,0,1,0,1,0,0,0
1,17,1,0,19.9,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,9,0,1,88.4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,14,2,0,20.4,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,67,2,1,85.25,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
0,33,0,1,104.4,2,1,2,3,1,0,0,0,0,1,0,1,0,0,1
1,12,0,1,105.3,0,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,54,1,0,106.55,3,1,2,3,1,0,0,1,0,1,0,0,0,0,1
0,55,0,1,103.65,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,48,2,0,19.25,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,7,0,1,66.85,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,69.6,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,7,0,1,70.1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,30,2,0,19.4,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,2,0,0,20.1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,44,0,1,30.35,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,31,0,0,59.7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,51,2,0,19.95,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,0,94.4,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1
1,72,2,0,68.75,3,1,3,2,0,0,0,1,0,1,0,1,0,0,0
0,7,0,1,89.5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,22,1,1,49.45,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1,41,0,0,79.9,2,1,4,2,0,0,0,1,0,1,0,1,0,1,1
0,16,0,0,55.3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,27,1,1,100.5,2,1,1,3,1,0,0,0,0,0,0,1,0,0,0
1,5,0,0,19.45,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,27,0,1,69.05,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,66,1,1,104.55,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,49,1,1,106.65,3,1,2,3,1,0,0,0,0,1,0,0,0,1,0
1,72,2,1,87.55,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,6,0,1,84.2,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
1,9,0,1,69.4,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0
0,24,0,1,85.95,1,1,3,2,1,0,0,0,0,1,0,1,0,1,0
1,1,0,0,19.75,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
1,15,0,1,105.35,1,1,2,3,1,0,0,0,0,1,0,1,0,0,0
1,47,2,0,20.25,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,18,0,1,99.4,1,1,1,3,1,0,0,1,0,0,0,0,0,0,1
0,23,0,0,90.15,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,18,0,1,75.9,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0
1,45,2,0,19.2,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,12,0,1,84.5,0,1,2,2,1,0,0,0,0,1,0,1,0,0,1
0,71,2,0,19.6,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,71,2,1,91.25,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,28,0,1,35.75,2,1,2,1,0,0,0,0,0,0,0,1,0,1,0
1,72,2,1,114.3,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,5,0,0,21.05,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,29,0,1,84.3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,8,0,1,75.25,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,13,0,0,29.15,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,19,0,1,73.85,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1
1,64,2,0,49.85,3,1,3,1,0,0,0,0,0,1,0,1,0,1,0
0,17,0,1,90.95,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0
0,63,0,1,81.55,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,9,0,1,74.55,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,3,0,0,75.05,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,72,2,0,80.45,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0
1,72,2,1,24.05,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,0,74.0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0
0,22,1,1,20.05,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,17,0,1,55.5,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0
0,1,0,1,36.45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,1,55.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,42,2,0,66.5,2,1,2,2,0,0,0,0,0,0,0,1,0,1,0
0,70,1,1,104.8,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,67,1,1,100.9,3,1,2,3,1,0,0,1,0,1,0,0,0,0,0
0,49,0,0,101.55,3,1,1,3,1,0,0,1,0,0,0,0,0,0,0
0,18,0,1,90.1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1
0,60,0,1,94.1,3,1,2,2,1,0,0,1,0,1,0,0,0,0,0
1,19,1,1,100.95,1,1,1,3,1,0,0,0,0,0,0,0,0,1,1
0,7,0,1,86.5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,44,0,0,56.25,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,54,0,1,79.85,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,2,0,1,54.45,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0,19.7,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,34,0,1,105.35,2,1,3,3,1,0,0,1,0,1,0,1,0,0,0
1,55,2,0,19.4,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,4,1,0,19.95,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,43,2,1,25.7,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,5,0,1,55.75,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,52,1,1,104.45,3,1,3,3,1,0,0,1,0,0,0,1,0,1,0
1,36,0,1,94.7,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,48,2,1,108.1,2,1,2,3,1,0,0,0,0,1,0,1,0,0,0
1,5,0,1,51.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
0,25,1,0,19.9,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,21,0,1,86.05,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0
0,14,1,0,59.1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1,33,1,0,34.05,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0
0,69,2,1,110.05,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,14,0,1,86.1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,14,0,1,80.05,1,1,2,2,1,0,0,0,0,1,0,0,0,1,0
1,41,1,1,74.7,2,1,2,2,0,0,0,1,0,0,0,0,0,1,0
1,11,0,0,86.2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,24,0,1,69.45,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0
1,47,0,1,107.35,2,1,2,3,1,0,0,0,0,0,0,1,0,1,1
1,52,2,0,25.6,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,5,0,0,20.2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,15,0,1,25.25,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,50,0,1,93.5,3,1,3,2,1,0,0,1,0,1,0,0,0,1,0
0,1,0,0,75.35,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
1,1,0,1,69.1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,72,2,1,116.75,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,32,0,1,93.5,2,1,2,2,1,0,0,0,0,1,0,1,0,0,0
0,1,0,1,94.6,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,69,2,0,105.35,3,1,2,3,1,0,0,0,0,0,0,1,0,1,0
0,55,0,1,73.1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,72,2,1,26.0,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,38,0,0,91.7,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0
0,70,2,0,77.3,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
0,49,0,0,40.65,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,3,0,1,50.25,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
0,40,0,0,104.8,2,1,2,3,1,0,0,0,0,0,0,1,0,1,1
0,65,0,1,55.15,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0
0,68,2,0,70.9,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
1,30,0,0,51.2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1,42,2,0,22.95,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,56,0,1,98.7,3,1,2,3,1,0,0,0,0,0,0,1,0,1,0
1,45,1,1,95.0,2,1,2,2,1,0,0,0,0,1,0,1,0,0,0
0,3,0,1,29.9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,72,2,0,53.65,3,1,2,1,0,0,0,0,0,1,0,0,0,1,0
0,57,1,1,53.5,3,1,2,1,0,0,0,0,0,0,0,1,0,1,0
0,1,0,0,49.75,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,7,0,1,75.15,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,29,0,0,19.35,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,2,0,86.05,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,79.9,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,22,0,1,100.75,1,1,1,3,1,0,0,1,0,0,0,0,0,0,1
1,20,0,1,49.6,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1,53,1,1,19.85,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,66,2,1,106.05,3,1,2,3,1,0,0,1,0,0,0,1,0,0,1
1,1,0,0,19.85,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,70,2,0,25.15,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,24,0,1,54.15,1,1,2,1,0,0,0,0,0,1,0,1,0,0,1
0,53,1,0,20.8,3,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,50,1,0,99.4,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0
1,5,0,0,64.4,0,1,3,1,0,0,0,1,0,1,0,0,0,1,0
1,37,1,0,75.1,2,1,2,2,0,0,0,1,0,1,0,0,0,0,0
0,15,0,0,105.1,1,1,3,3,1,0,0,1,0,0,0,1,0,1,1
0,63,1,0,70.8,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,24,0,0,60.45,1,1,3,1,0,0,0,1,0,1,0,0,0,1,0
1,53,0,0,71.85,3,1,2,2,0,0,0,1,0,0,0,0,0,1,0
1,68,1,0,105.75,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,48,1,0,25.05,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,18,0,1,85.45,1,1,2,2,1,0,0,0,0,1,0,0,0,1,1
0,46,0,1,98.85,2,1,1,3,1,0,0,0,0,0,0,1,0,0,0
0,35,0,0,61.0,2,1,3,1,0,0,0,1,0,1,0,1,0,0,0
0,17,0,0,24.8,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,66,1,1,105.95,3,1,2,3,1,0,0,0,0,0,0,1,0,1,1
0,53,1,0,19.05,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,47,1,1,110.85,2,1,3,3,1,0,0,1,0,0,0,1,0,1,1
0,61,2,1,111.6,3,1,3,3,1,0,0,1,0,0,0,1,0,1,1
0,2,0,0,44.65,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
